Fs,80.00
Logging time,400
h,temp
-0.09,20.32
-0.18,20.33
-0.09,20.33
-0.09,20.33
0.01,20.33
-0.09,20.33
0.01,20.33
-0.18,20.33
-0.09,20.33
-0.09,20.33
-0.18,20.33
-0.18,20.33
-0.27,20.33
-0.18,20.33
-0.27,20.33
-0.09,20.32
-0.37,20.33
-0.27,20.33
-0.27,20.32
-0.27,20.33
-0.09,20.33
0.01,20.33
0.01,20.33
-0.09,20.32
0.01,20.32
-0.09,20.33
0.01,20.33
-0.09,20.33
-0.09,20.33
-0.37,20.33
0.1,20.33
-0.18,20.33
-0.37,20.33
0.01,20.33
-0.27,20.33
-0.18,20.33
-0.27,20.33
-0.18,20.33
-0.27,20.33
0.01,20.33
-0.18,20.33
0.1,20.33
-0.37,20.33
0.1,20.33
-0.18,20.33
-0.18,20.33
0.01,20.33
-0.18,20.33
-0.18,20.33
-0.18,20.33
-0.27,20.33
-0.18,20.33
-0.09,20.33
-0.09,20.33
-0.09,20.33
-0.09,20.33
-0.09,20.33
-0.37,20.33
0.01,20.32
-0.09,20.33
0.1,20.33
-0.18,20.34
-0.09,20.33
-0.09,20.33
-0.18,20.33
-0.37,20.33
-0.18,20.33
-0.27,20.33
0.01,20.33
-0.18,20.33
-0.18,20.33
0.01,20.33
-0.18,20.33
0.01,20.33
-0.37,20.33
-0.09,20.33
0.1,20.33
0.01,20.33
-0.18,20.33
0.01,20.33
0.1,20.33
0.01,20.33
0.01,20.33
-0.18,20.33
0.01,20.33
-0.27,20.33
-0.18,20.33
-0.27,20.33
-0.18,20.33
-0.27,20.33
-0.27,20.33
0.01,20.33
-0.46,20.33
0.28,20.33
-0.09,20.33
0.01,20.33
-0.09,20.33
-0.09,20.33
-0.09,20.33
-0.27,20.33
-0.18,20.33
-0.27,20.33
-0.18,20.33
0.01,20.33
-0.09,20.34
-0.18,20.33
-0.27,20.33
-0.09,20.33
-0.18,20.33
-0.09,20.33
-0.18,20.33
-0.09,20.34
-0.27,20.33
-0.09,20.33
-0.18,20.33
-0.46,20.34
-0.37,20.33
-0.09,20.33
-0.09,20.33
-0.18,20.34
-0.09,20.33
-0.37,20.33
0.1,20.33
0.01,20.33
0.1,20.34
0.01,20.33
0.01,20.33
-0.09,20.33
-0.09,20.33
-0.09,20.33
-0.18,20.33
0.01,20.33
0.01,20.33
0.01,20.33
0.01,20.33
-0.18,20.34
-0.18,20.33
-0.27,20.33
-0.18,20.33
-0.27,20.33
-0.18,20.34
0.1,20.33
-0.18,20.33
0.1,20.33
0.01,20.34
-0.09,20.34
0.01,20.33
-0.18,20.33
-0.09,20.33
0.1,20.33
-0.09,20.33
-0.27,20.34
0.01,20.33
-0.18,20.34
0.1,20.33
-0.09,20.34
0.01,20.33
-0.27,20.34
-0.09,20.33
-0.18,20.34
-0.37,20.33
-0.09,20.34
-0.18,20.34
-0.09,20.33
-0.18,20.34
-0.18,20.33
0.01,20.34
-0.18,20.33
0.01,20.33
0.1,20.34
-0.09,20.34
0.01,20.33
-0.18,20.34
-0.09,20.33
-0.27,20.34
-0.09,20.34
0.1,20.33
-0.18,20.34
-0.09,20.34
-0.09,20.33
0.01,20.34
-0.09,20.34
-0.27,20.34
-0.18,20.33
-0.18,20.34
0.01,20.34
-0.09,20.34
-0.27,20.34
-0.09,20.34
-0.09,20.34
-0.37,20.34
-0.27,20.34
-0.27,20.34
-0.09,20.34
0.01,20.34
-0.18,20.34
0.01,20.34
-0.09,20.34
0.01,20.34
-0.27,20.34
-0.18,20.34
-0.09,20.34
0.01,20.34
0.01,20.34
0.01,20.33
-0.27,20.34
-0.18,20.34
-0.09,20.34
-0.09,20.33
-0.18,20.34
0.1,20.34
-0.09,20.34
0.1,20.34
0.01,20.34
-0.18,20.34
0.01,20.33
0.01,20.34
-0.27,20.34
-0.09,20.34
-0.09,20.34
-0.09,20.34
-0.09,20.34
-0.18,20.34
0.01,20.34
0.01,20.34
-0.09,20.34
0.1,20.34
-0.09,20.34
0.01,20.34
0.01,20.34
-0.09,20.34
-0.18,20.34
-0.18,20.34
-0.27,20.34
-0.09,20.34
0.01,20.34
-0.18,20.34
-0.18,20.34
0.01,20.34
-0.09,20.34
-0.09,20.34
0.1,20.34
-0.09,20.34
0.19,20.34
-0.27,20.34
-0.09,20.34
-0.27,20.34
-0.09,20.34
0.01,20.34
0.01,20.34
-0.18,20.34
-0.18,20.34
-0.18,20.33
-0.18,20.34
0.1,20.34
0.1,20.34
-0.09,20.34
-0.09,20.34
0.01,20.34
0.01,20.34
-0.27,20.34
-0.18,20.34
-0.09,20.34
-0.09,20.34
-0.09,20.34
0.19,20.34
-0.18,20.34
0.01,20.34
-0.09,20.34
-0.18,20.34
-0.09,20.34
0.01,20.34
0.01,20.34
-0.09,20.34
0.01,20.34
0.1,20.34
-0.09,20.34
0.19,20.34
-0.09,20.34
-0.09,20.34
-0.09,20.34
0.01,20.34
-0.09,20.35
-0.09,20.34
-0.27,20.34
0.01,20.34
-0.09,20.34
-0.09,20.34
-0.09,20.34
-0.09,20.34
0.1,20.34
-0.27,20.34
-0.18,20.34
-0.18,20.34
-0.37,20.34
-0.09,20.34
-0.18,20.34
-0.09,20.34
0.01,20.34
0.01,20.34
-0.09,20.34
-0.09,20.34
0.1,20.34
-0.09,20.34
0.01,20.34
-0.18,20.34
-0.27,20.34
0.01,20.34
-0.27,20.35
-0.09,20.34
-0.09,20.34
0.01,20.34
-0.27,20.35
-0.37,20.35
-0.27,20.34
-0.37,20.34
-0.09,20.34
-0.27,20.34
-0.09,20.34
0.01,20.35
-0.09,20.34
-0.18,20.34
-0.18,20.35
-0.18,20.34
-0.18,20.35
0.01,20.35
-0.09,20.34
0.01,20.34
-0.18,20.35
-0.18,20.34
-0.18,20.34
0.1,20.34
-0.37,20.35
-0.18,20.34
0.1,20.34
-0.27,20.34
-0.18,20.35
-0.09,20.35
-0.09,20.34
0.01,20.34
0.01,20.34
-0.09,20.34
-0.09,20.35
-0.27,20.34
-0.09,20.34
-0.18,20.34
-0.09,20.35
-0.18,20.35
-0.18,20.35
-0.09,20.34
-0.09,20.34
-0.27,20.34
-0.18,20.34
0.01,20.35
-0.18,20.35
-0.37,20.35
-0.27,20.35
-0.18,20.35
-0.37,20.35
-0.18,20.34
-0.18,20.35
0.01,20.35
0.01,20.35
0.01,20.34
0.01,20.34
-0.09,20.35
-0.18,20.35
0.1,20.35
0.01,20.35
-0.27,20.35
-0.09,20.35
0.1,20.34
-0.09,20.34
-0.18,20.35
-0.27,20.35
-0.27,20.35
-0.09,20.35
0.01,20.35
0.01,20.35
-0.09,20.35
0.1,20.35
-0.27,20.35
0.1,20.35
-0.27,20.35
0.1,20.35
0.01,20.35
-0.18,20.35
-0.27,20.35
0.01,20.34
-0.09,20.35
0.01,20.34
0.01,20.34
-0.27,20.35
-0.18,20.35
-0.27,20.35
-0.27,20.35
0.1,20.35
-0.27,20.35
0.1,20.35
-0.09,20.35
-0.18,20.34
-0.09,20.35
-0.09,20.35
-0.09,20.35
-0.27,20.35
-0.09,20.35
-0.09,20.35
-0.18,20.35
-0.18,20.35
-0.09,20.35
-0.37,20.35
-0.09,20.35
-0.09,20.35
-0.09,20.35
-0.27,20.35
0.19,20.35
-0.09,20.35
-0.18,20.35
-0.09,20.34
-0.18,20.35
0.01,20.35
0.1,20.35
-0.09,20.35
-0.09,20.35
-0.27,20.35
0.1,20.35
0.01,20.35
-0.18,20.35
-0.09,20.35
-0.18,20.35
0.01,20.35
-0.09,20.35
-0.18,20.35
-0.09,20.35
-0.18,20.35
-0.18,20.35
-0.09,20.35
0.01,20.35
-0.27,20.35
0.01,20.35
-0.09,20.35
-0.09,20.35
-0.09,20.35
-0.27,20.35
0.01,20.35
-0.09,20.35
-0.09,20.35
-0.09,20.35
-0.55,20.35
0.01,20.35
-0.18,20.35
-0.18,20.35
0.19,20.35
-0.09,20.35
-0.18,20.35
-0.09,20.35
-0.09,20.35
-0.27,20.35
-0.27,20.35
-0.09,20.35
-0.18,20.35
-0.37,20.35
0.01,20.35
0.01,20.35
-0.09,20.35
0.01,20.35
-0.09,20.35
0.01,20.35
-0.09,20.35
-0.18,20.35
-0.18,20.35
-0.09,20.35
-0.18,20.35
0.01,20.35
-0.09,20.35
-0.09,20.35
-0.37,20.35
0.1,20.35
-0.18,20.35
-0.27,20.35
-0.18,20.35
0.01,20.35
-0.09,20.35
0.1,20.35
-0.09,20.35
-0.18,20.35
-0.09,20.35
-0.18,20.35
-0.18,20.35
0.19,20.35
0.01,20.35
-0.09,20.35
-0.09,20.35
-0.09,20.35
-0.18,20.35
-0.18,20.35
-0.18,20.35
-0.18,20.35
-0.09,20.35
-0.27,20.35
-0.18,20.35
-0.18,20.35
-0.18,20.35
-0.18,20.35
-0.37,20.35
-0.18,20.35
-0.18,20.35
-0.18,20.35
-0.09,20.35
0.1,20.35
-0.18,20.35
-0.09,20.35
0.01,20.35
-0.18,20.35
-0.09,20.35
-0.27,20.35
-0.09,20.35
0.01,20.35
-0.18,20.36
0.01,20.35
-0.18,20.35
-0.27,20.36
-0.09,20.35
-0.18,20.35
-0.09,20.35
0.01,20.35
-0.18,20.35
-0.37,20.36
-0.09,20.36
0.01,20.35
-0.09,20.36
-0.18,20.35
0.01,20.35
-0.18,20.35
-0.37,20.35
0.01,20.35
0.01,20.35
0.01,20.35
-0.09,20.35
-0.27,20.35
-0.09,20.35
0.1,20.35
0.1,20.35
-0.18,20.35
0.01,20.36
-0.37,20.36
0.01,20.35
0.01,20.35
-0.27,20.35
-0.27,20.35
-0.27,20.36
0.1,20.35
-0.27,20.35
-0.18,20.35
-0.18,20.35
0.01,20.36
0.01,20.35
-0.09,20.35
0.01,20.35
-0.09,20.36
-0.18,20.36
0.01,20.35
-0.27,20.35
-0.18,20.36
-0.09,20.36
-0.09,20.35
-0.18,20.36
-0.27,20.35
-0.27,20.35
0.01,20.36
-0.09,20.36
-0.09,20.36
-0.27,20.36
-0.18,20.36
-0.18,20.36
-0.09,20.35
-0.27,20.36
-0.27,20.36
-0.09,20.36
-0.09,20.35
0.1,20.36
-0.18,20.35
-0.18,20.36
-0.27,20.35
-0.09,20.35
-0.18,20.36
0.01,20.35
-0.09,20.35
-0.18,20.35
-0.18,20.36
-0.18,20.36
-0.09,20.36
-0.09,20.36
-0.09,20.35
-0.09,20.35
-0.18,20.35
0.01,20.36
-0.37,20.36
-0.09,20.36
-0.09,20.35
-0.27,20.36
-0.09,20.36
-0.18,20.36
-0.18,20.36
-0.27,20.36
-0.09,20.36
-0.09,20.36
-0.18,20.36
-0.09,20.36
-0.27,20.36
-0.09,20.36
-0.09,20.36
0.01,20.35
-0.18,20.36
-0.09,20.36
-0.09,20.36
0.1,20.36
-0.46,20.36
-0.27,20.36
0.01,20.36
-0.09,20.36
-0.09,20.36
0.01,20.36
-0.09,20.36
-0.27,20.36
-0.18,20.36
-0.18,20.36
-0.18,20.36
-0.09,20.36
-0.27,20.36
-0.27,20.36
-0.18,20.36
-0.09,20.36
-0.18,20.36
-0.27,20.36
-0.27,20.36
-0.27,20.36
-0.09,20.36
0.01,20.36
-0.27,20.36
-0.18,20.36
-0.18,20.36
-0.09,20.36
-0.27,20.36
-0.09,20.36
-0.27,20.36
-0.18,20.36
0.01,20.36
-0.09,20.36
-0.27,20.36
0.01,20.36
0.01,20.36
-0.18,20.36
-0.27,20.36
-0.09,20.36
-0.18,20.36
-0.27,20.36
-0.09,20.36
-0.18,20.36
0.01,20.36
0.1,20.36
-0.18,20.36
0.01,20.36
0.01,20.36
-0.27,20.36
-0.18,20.36
0.01,20.36
-0.18,20.36
-0.27,20.36
-0.09,20.36
-0.18,20.36
-0.27,20.36
